name,male,female,related
Anna,1,1,"Aina,Ana,Anaïs,Ane,Anelia,Aneliya,Aneta,Ani,Ania,Anika,Anikó,Anina,Anissa,Anka,Anke,Annabella,Annaig,Anneke,Anneli,Annelie,Annelien,Annetta,Anni,Annick,Anniina,Annika,Anniken,Annikki,Annukka,Annushka,Anouk,Ans,Antje,Anu,Anushka,Anya,Keanna,Neli,Niina,Panka,Panna,Panni"
Annabel,0,1,"Anabella,Anabelle,Annabella,Annabelle,Arabella"
Annabella,0,1,"Anabella,Anabelle,Anna,Annabel,Annabelle,Annetta,Arabella"
Annabelle,1,1,"Anabella,Anabelle,Annabel,Annabella,Arabella"
Annabeth,0,1,
Annalee,0,1,
Annalisa,0,1,
Annalise,0,1,
Annamaria,0,1,
Anne,1,1,"Ann,Annette,Annie,Anny,Anouk,Nan,Nancy,Nanette,Nannie,Nanny,Ninon"
Anneka,0,1,Annika
Anneke,0,1,"Anika,Anke,Anna,Annelien,Anouk,Ans,Antje"
Anneliese,0,1,"Anneli,Annelie"
Annelise,0,1,
Annemarie,0,1,
Annett,0,1,Anne
Annetta,0,1,"Anna,Annabella"
Annette,1,1,"Ann,Anne,Annie,Anny,Anouk,Nettie,Ninon"
Anni,0,1,"Ane,Anika,Anina,Anna,Anneli,Annelie,Anniina,Annikki,Annukka,Anu,Niina"
Annice,0,1,"Agnes,Annis,Nan,Nance,Nancy"
Annie,1,1,"Ann,Anne,Annette,Anny,Anouk,Nan,Nance,Nancy,Nanette,Nannie,Nanny,Ninon"
Annika,0,1,Anna
Annis,1,1,"Aggie,Agnes,Annice,Nan,Nance,Nancy"
Annisa,0,1,
Annmarie,0,1,
Annora,0,1,"Honora,Nonie,Nora,Norah,Noreen,Norene"
Anny,0,1,"Anne,Annette,Annie,Anouk,Ninon"
Anoushka,0,1,Anouska
Ansel,1,1,
Anselmo,1,0,
Ansley,1,1,Ainsley
Anson,1,1,
Anthea,0,1,Antheia
Anthony,1,1,"Antony,Tony"
Antoine,1,1,Antwan
Antoinette,1,1,Toinette
Anton,1,1,"Andon,Ante,Anto,Antonij,Antonijo,Antoniu,Antoniy,Antoon,Anttoni,Antun,Doncho,Dončo,Ton,Tonći,Tonči,Tone,Toni,Tõnis,Tõnu,Toon"
Antonella,0,1,"Antonia,Antonietta,Nella,Tonina"
Antonette,0,1,
Antoni,1,1,
Antonia,1,1,"Antonella,Antonieta,Antonietta,Antoniya,Nella,Nia,Tawnya,Teuna,Toni,Tonia,Tonina,Tonya"
Antonie,1,1,
Antonietta,0,1,"Antonella,Antonia,Nella,Tonina"
Antonina,0,1,"Nina,Ninochka,Tola,Tonya,Tosia"
Antonino,1,0,Nino
Antonio,1,1,"Antonello,Nello,Toni,Tonino,Tonio,Toño"
Antonios,1,0,Antonis
Antonius,1,0,"Teun,Teunis,Theun,Theunis"
Antony,1,0,"Anthony,Tony"
Antwan,1,1,Antoine
Anuj,1,0,
Anushka,0,1,"Ania,Anna,Annushka,Anya"
Anwar,1,1,Anwer
Anya,0,1,"Ania,Anna,Annushka,Anushka"
Aoife,0,1,Aoibhe
Aparna,0,1,
Aphrodite,0,1,
Apolinar,1,1,
Apollo,1,1,Apollon
Apollonia,0,1,
Apolonia,0,1,Pola
April,1,1,
Aquila,1,1,
Ara,1,1,
Arabella,0,1,"Anabella,Anabelle,Annabel,Annabella,Annabelle"
Araceli,1,1,"Aracelis,Aracely,Arcelia"
Aracelis,0,1,"Araceli,Aracely,Arcelia"
Aracely,1,1,"Araceli,Aracelis,Arcelia"
Aram,1,1,
Aramis,1,1,
Aran,1,1,
Arash,1,0,
Arcadia,0,1,
Arcelia,0,1,"Araceli,Aracelis,Aracely"
Archer,1,1,
Archibald,1,0,Archie
Archie,1,1,Archibald
Arda,1,1,
Ardath,1,1,Ardith
Arden,1,1,
Ardith,1,1,Ardath
Areli,1,1,
Ares,1,1,
Aretha,0,1,
Ari,1,1,Árni
Aria,1,1,"Ariah,Ariyah,Arya"
Ariadna,0,1,
Ariadne,0,1,
Ariah,1,1,"Aria,Ariyah"
Ariana,1,1,Aryana
Ariane,1,1,
Arianna,1,1,
Arianne,0,1,Ariane
Aric,1,1,"Eric,Erick,Erik"
Arie,1,1,"Ad,Adriaan,Arieh,Arik,Aris,Arjan,Aryeh"
Ariel,1,1,Arik
Ariella,0,1,
Arielle,1,1,
Aries,1,1,
Arif,1,0,
Arik,1,0,"Arie,Arieh,Ariel,Aryeh"
Arin,1,1,"Aaron,Arron,Erin,Eryn"
Arina,0,1,"Arisha,Ira,Irina,Irinushka"
Aris,1,1,"Ad,Adriaan,Arie,Aristotelis,Arjan"
Arisha,0,1,"Arina,Ira,Irina,Irinushka"
Arista,0,1,
Aristides,1,0,Aristeides
Aristotle,1,0,Aristoteles
Ariyah,0,1,"Aria,Ariah"
Arjan,1,0,"Ad,Adriaan,Arie,Aris"
Arjun,1,0,
Arleen,1,1,"Arlene,Arlie,Arline"
Arlen,1,1,
Arlene,1,1,"Arleen,Arlie,Arline"
Arlet,1,1,
Arlette,0,1,
Arlie,1,1,"Arleen,Arlene,Arline"
Arline,1,1,"Arleen,Arlene,Arlie"
Arlo,1,1,
Arman,1,0,
Armand,1,1,
Armando,1,1,Ermanno
Armen,1,1,
Armida,0,1,
Armin,1,0,
Arnaldo,1,0,
Arne,1,0,"Arnd,Arndt,Arno,Arnold"
Arnie,1,1,"Arn,Arnold"
Arno,1,0,"Aart,Arnd,Arndt,Arne,Arnold,Arnoud,Arnout,Noud,Nout"
Arnold,1,1,"Aart,Arn,Arnd,Arndt,Arne,Arnie,Arno,Arnoud,Arnout,Noud,Nout"
Arnoldo,1,0,
Aron,1,1,
Arron,1,1,Aaron
Arsenio,1,0,
Art,1,1,"Arthur,Artie"
Artem,1,0,"Artyom,Tyoma"
Artemio,1,0,
Artemis,1,1,
Arthur,1,1,"Art,Artie,Tuur"
Artie,1,1,"Art,Arthur"
Artur,1,0,
Arturo,1,1,
Arun,1,0,
Arushi,0,1,
Arvel,1,0,
Arvid,1,0,
Arwa,0,1,
Arwen,0,1,
Arya,1,1,"Aria,Aryan"
Aryan,1,1,Arya
Aryana,0,1,Ariana
Aryeh,1,1,"Arie,Arieh,Arik"
Asa,1,1,
Asad,1,0,
Ash,1,1,
Asha,1,1,Eshe
Ashanti,1,1,
Asher,1,1,
Ashish,1,0,
Ashlea,0,1,"Ashlee,Ashleigh,Ashley,Ashlie,Ashlyn,Ashlynn"
Ashlee,1,1,"Ashlea,Ashleigh,Ashley,Ashlie,Ashlyn,Ashlynn"
Ashleigh,1,1,"Ashlea,Ashlee,Ashley,Ashlie,Ashlyn,Ashlynn"
Ashley,1,1,"Ashlea,Ashlee,Ashleigh,Ashlie,Ashlyn,Ashlynn"
Ashlie,1,1,"Ashlea,Ashlee,Ashleigh,Ashley,Ashlyn,Ashlynn"
Ashlyn,1,1,"Ashlea,Ashlee,Ashleigh,Ashley,Ashlie,Ashlynn"
Ashlynn,1,1,"Ashlea,Ashlee,Ashleigh,Ashley,Ashlie,Ashlyn"
Ashton,1,1,
Ashur,1,0,
Ashwin,1,0,
Asia,1,1,"Joanna,Joasia"
Asif,1,0,
Asim,1,0,Aseem
Asiya,0,1,Assia
Aslan,1,1,Arslan
Asma,0,1,
Asmaa,0,1,
Aspen,1,1,
Assunta,0,1,
Aster,1,1,
Aston,1,1,
Astrid,0,1,"Asta,Astride"
Asya,0,1,"Aleks,Aleksandra,Aleksandrina,Alesya,Alexandra,Alya,Anastasia,Anastasiya,Nastasia,Nastasya,Nastia,Nastya,Sanya,Sasha,Sashenka,Sashka,Shura,Stasya"
Atalia,0,1,
Atara,0,1,Atarah
Atarah,0,1,Atara
Athanasia,0,1,
Athanasios,1,0,"Athanas,Athanasius,Thanasis,Thanos"
Athena,0,1,Athene
Athina,0,1,
Atiya,0,1,
Atlas,1,1,
Atreus,1,0,
Atticus,1,1,Attikos
Attila,1,0,"Atila,Atilla"
Attilio,1,0,
Aubree,1,1,Aubrie
Aubrey,1,1,
Aubrie,0,1,Aubree
Audie,1,1,"Audra,Audrey"
Audley,1,1,
Audra,1,1,"Audie,Audrey"
Audrea,0,1,"Audie,Audra,Audrey"
Audrey,1,1,"Audie,Audra"
August,1,1,Gus
Augusta,1,1,"Auguste,Gussie"
Augustin,1,0,
Augustina,0,1,
Augustine,1,1,"Austen,Austin,Austyn"
Augusto,1,0,
Augustus,1,1,"Gust,Guus"
Aura,0,1,
Aurea,0,1,
Aurelia,0,1,Aurica
Aureliano,1,0,
Aurelio,1,1,
Aurelius,1,0,
Aurora,1,1,
Aurore,0,1,
Austen,1,1,"Augustine,Austin,Austyn"
Austin,1,1,"Augustine,Austen,Austyn"
Austyn,1,1,"Augustine,Austen,Austin"
Authur,1,0,
Autumn,1,1,
Ava,1,1,"Avah,Avelina,Aveza,Aviana,Avianna,Avila,Eva,Eve"
Avah,0,1,"Ava,Aviana,Avianna,Eva,Eve"
Avalon,1,1,
Avani,1,1,
Ave,0,1,
Avelina,0,1,"Ava,Aveza,Avila"
Aveline,0,1,"Avis,Eileen,Evelina,Lina"
Averie,1,1,
Avery,1,1,
Avi,1,1,"Abraham,Aviram,Avraham"
Avia,0,1,
Aviana,0,1,"Ava,Avah,Avianna,Eva"
Avianna,0,1,"Ava,Avah,Aviana,Eva"
Aviel,1,1,
Avigail,0,1,
Avigayil,0,1,
Avinash,1,0,
Avis,1,1,
Avital,0,1,
Aviv,1,1,
Aviva,0,1,
Avonlea,0,1,
Avraham,1,0,"Abraham,Avi"
Avram,1,0,Aviram
Avril,1,1,
Awa,0,1,Haoua
Axel,1,1,"Acke,Aksel,Axl"
Axl,1,1,Axel
Aya,0,1,Ayah
Ayaan,1,1,
Ayah,1,1,Aya
Ayako,0,1,
Ayala,0,1,Ayelet
Ayan,1,1,
Ayda,0,1,"Aida,Ajda"
Aydan,1,1,"Aden,Aidan,Aiden,Ayden"
Ayden,1,1,"Aden,Aidan,Aiden,Aydan"
Aydin,1,1,
Ayelen,0,1,"Ailen,Aylen"
Ayelet,0,1,Ayala
Ayesha,0,1,"Aïcha,'Aisha,A'isha,Aisha,Aishah,Ayishah"
Ayla,0,1,Ela
Aylen,1,1,"Ailen,Ayelen"
Aylin,1,1,
Ayman,1,1,Aiman
Ayomide,1,1,
Ayoub,1,0,Ayyub
Ayumi,0,1,
Azalea,0,1,
Azaria,1,1,
Azariah,1,1,
Azeneth,0,1,
Aziz,1,0,'Aziz
Aziza,0,1,
Azra,1,1,
Azrael,1,1,Izrail
Azriel,1,1,
Azucena,0,1,
Azura,0,1,
Azure,1,1,
Babette,1,1,"Barbara,Élisabeth,Élise,Lili,Lise,Lisette"
Baila,0,1,
Bailee,1,1,Baylee
Bailey,1,1,
Baker,1,1,
Baldomero,1,0,
Baldwin,1,0,"Baldo,Baldovin"
Baltazar,1,0,"Balthasar,Balthazar"
Bambi,0,1,
Bao,1,1,
Barak,1,0,Barack
Barb,0,1,"Babs,Barbara,Barbie,Barbra,Bobbi,Bobbie"
Barbara,1,1,"Babette,Babs,Bara,Barb,Bärbel,Barbie,Barbra,Barbro,Barica,Basia,Bobbi,Bobbie,Borbála,Boróka"
Barbie,0,1,"Babs,Barb,Barbara,Barbra,Bobbi,Bobbie"
Barbra,0,1,"Babs,Barb,Barbara,Barbie,Bobbi,Bobbie"
Barclay,1,1,
Barney,1,1,"Barnaby,Bernard,Bernie,Berny"
Barret,1,1,
Barrett,1,1,
Barrie,1,1,"Bairre,Barra,Barrfhionn,Barrfind,Barry,Baz,Bazza,Bearach,Berach,Berry,Finbar,Finbarr,Finnbar,Finnbarr,Fionnbarra,Fionnbharr"
Barry,1,1,"Bairre,Barra,Barrfhionn,Barrfind,Barrie,Baz,Bazza,Bearach,Berach,Berry,Finbar,Finbarr,Finnbar,Finnbarr,Fionnbarra,Fionnbharr"
Bart,1,1,"Bartel,Bartholomeus,Bartholomew,Mees,Mies,Tolly"
Bartholomew,1,0,"Bart,Tolly"
Bartolo,1,0,Bartolomeo
Baruch,1,0,Barukh
Basil,1,1,"Baz,Bazza"
Basilio,1,0,
Bastian,1,0,Sebastian
Basya,0,1,"Bashe,Basia,Batya,Batyah"
Batsheva,0,1,
Batya,0,1,"Bashe,Basia,Basya,Batyah"
Baxter,1,0,
Bayard,1,0,
Baylee,1,1,Bailee
Bea,0,1,"Beáta,Beatrice,Beatrix,Bee,Trix,Trixie"
Beata,0,1,Beate
Beatrice,1,1,"Bea,Bee,Bice"
Beatrix,0,1,"Bea,Bee,Trix,Trixie,Viatrix"
Beatriz,1,1,Bia
Beau,1,1,Beauden
Becca,0,1,"Becci,Becka,Beckah,Becky,Bekki,Reba,Rebecca"
Beckett,1,1,
Beckham,1,1,
Becky,1,1,"Becca,Becci,Becka,Beckah,Bekki,Reba,Rebecca"
Bee,1,1,"Bea,Beatrice,Beatrix,Trix,Trixie"
Bela,1,1,
Belen,1,1,
Belinda,1,1,Bindy
Bella,1,1,"Belle,Ibbie,Isabel,Isabella,Isabelle,Issy,Izabelle,Izzy"
Bellamy,1,1,
Belle,0,1,"Bella,Ibbie,Isabel,Isabella,Isabelle,Issy,Izabelle,Izzy,Libbie,Libby"
Belma,0,1,
Ben,1,1,"Barend,Benedict,Benedikt,Benj,Benjamin,Benji,Benjy,Bennett,Bennie,Benny,Berend,Bernard,Bernhard"
Benaiah,1,0,
Benedetto,1,0,Bettino
Benedict,1,0,"Ben,Bennett,Bennie,Benny"
Benigno,1,0,
Benita,0,1,
Benito,1,1,
Benjamin,1,1,"Ben,Benj,Benji,Benjy,Bennie,Benny"
Benjamine,1,0,
Benji,1,1,"Ben,Benj,Benjamin,Benjy,Bennie,Benny"
Bennett,1,1,"Ben,Benedict,Bennie,Benny"
Bennie,1,1,"Ben,Benedict,Benj,Benjamin,Benji,Benjy,Bennett,Benny"
Benny,1,1,"Ben,Benedict,Benj,Benjamin,Benji,Benjy,Bennett,Bennie"
Benson,1,1,
Bentley,1,1,
Benton,1,1,
Berenice,1,1,"Berenike,Pherenike"
Berit,0,1,"Birgit,Birgitta,Birgitte"
Berlin,1,1,
Berna,0,1,
Bernabe,1,0,
Bernadette,1,1,"Bernie,Berny"
Bernadine,0,1,
Bernard,1,1,"Barney,Berard,Berinhard,Bernhard,Bernie,Berny"
Bernardine,0,1,
Bernardino,1,0,"Berardo,Bernardo,Dino"
Bernardo,1,0,"Bernardino,Dino"
Bernetta,0,1,"Bernice,Bernie,Berniece,Berny,Birdie,Bunny,Netta"
Bernhard,1,0,"Barend,Ben,Benno,Berard,Berend,Berinhard,Bernard,Bernd,Bernt"
Bernice,1,1,"Bernetta,Bernie,Berniece,Berny,Birdie,Bunny,Netta"
Bernie,1,1,"Barney,Bernadette,Bernard,Bernetta,Bernice,Berniece,Berny,Birdie,Bunny,Netta"
Berniece,0,1,"Bernetta,Bernice,Bernie,Berny,Birdie,Bunny,Netta"
Berry,1,1,"Barrie,Barry,Baz,Bazza"
Bert,1,1,"Adalbert,Adelbert,Al,Albert,Albertus,Albie,Albrecht,Berthold,Bertie,Herb,Herbert,Herbie"
Berta,0,1,Bertha
Bertha,1,1,"Berhta,Berta,Birdie"
Bertie,1,1,"Al,Albert,Albie,Bert,Herb,Herbert,Herbie"
Bertina,0,1,Alberta
Bertram,1,0,"Berahthraban,Berahthram,Bertrand"
Bertrand,1,0,Bertram
Beryl,1,1,
Bess,1,1,"Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Bessie,1,1,"Bess,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Beth,1,1,"Bess,Bessie,Bethanie,Bethany,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Bethanie,0,1,"Beth,Bethany"
Bethany,1,1,"Beth,Bethanie"
Bethel,1,1,
Betsy,1,1,"Bess,Bessie,Beth,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Bette,1,1,"Bess,Bessie,Beth,Betsy,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Bettie,1,1,"Bess,Bessie,Beth,Betsy,Bette,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Bettina,0,1,"Benedetta,Elisa,Elisabeth,Elisabetta,Elise,Ella,Elli,Elsa,Else,Erzsébet,Erzsi,Ilsa,Ilse,Lies,Liesa,Liese,Liesel,Liesl,Lili,Lilli,Lisa,Lisbeth,Zsóka"
Betty,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Bettye,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Beulah,1,1,
Bev,1,1,"Beverley,Beverly"
Bevan,1,1,
Beverley,1,1,"Bev,Beverly"
Beverly,1,1,"Bev,Beverley"
Bevin,1,1,"Bébhinn,Bébhionn,Bébinn,Béibhinn"
Biagio,1,0,
Bianca,1,1,
Bianka,0,1,
Bibiana,0,1,Viviana
Bilal,1,1,
Bill,1,1,"Billie,Billy,Wil,Will,William,Willie,Willy"
Billie,1,1,"Bill,Billy,Liam,Wil,Will,William,Willie,Willy"
Billy,1,1,"Bill,Billie,Liam,Wil,Will,William,Willie,Willy"
Binh,1,1,
Binyamin,1,0,
Birdie,1,1,"Alberta,Bernetta,Bernice,Bernie,Berniece,Berny,Bertha,Bobbi,Bobbie,Bunny,Netta,Robbie,Roberta"
Bishop,1,1,
Bjorn,1,0,
Blaine,1,1,
Blair,1,1,
Blaise,1,1,
Blake,1,1,
Blakely,1,1,
Blanca,1,1,
Blanch,1,1,Blanche
Blanche,1,1,Blanch
Blas,1,0,
Blaze,1,1,
Blessing,1,1,
Blossom,0,1,
Blythe,1,1,
Bo,1,1,Bosse
Boaz,1,0,
Bob,1,1,"Bobbie,Bobby,Rob,Robbe,Robbie,Robby,Robert,Robin"
Bobbi,1,1,"Babs,Barb,Barbara,Barbie,Barbra,Birdie,Bobbie,Robbie,Roberta"
Bobbie,1,1,"Babs,Barb,Barbara,Barbie,Barbra,Birdie,Bob,Bobbi,Bobby,Rob,Robbie,Robby,Robert,Roberta,Robin"
Bobby,1,1,"Bob,Bobbie,Rob,Robbie,Robby,Robert,Robin"
Bode,1,0,
Bodhi,1,1,
Bogdan,1,0,"Boban,Boško"
Bohdan,1,0,
Bonifacio,1,0,
Bonita,1,1,
Bonnie,1,1,
Booker,1,1,
Boone,1,0,
Bora,1,1,
Boris,1,0,"Bor,Boro,Borut,Borya"
Boyce,1,1,
Boyd,1,1,
Bracha,0,1,Beracha
Brad,1,1,"Bradford,Bradley"
Braden,1,1,"Braeden,Braiden,Brayden"
Bradford,1,1,Brad
Bradley,1,1,Brad
Brady,1,1,
Braeden,1,1,"Braden,Braiden,Brayden"
Braelyn,1,1,Braelynn
Braelynn,1,1,Braelyn
Braiden,1,1,"Braden,Braeden,Brayden"
Bram,1,0,"Abe,Abraham,Braam"
Branda,0,1,"Brande,Brandee,Brandi,Brandie,Brandy"
Brande,0,1,"Brandee,Brandi,Brandie,Brandy"
Brandee,0,1,"Brande,Brandi,Brandie,Brandy"
Branden,1,1,Brandon
Brandi,1,1,"Brande,Brandee,Brandie,Brandy"
Brandie,1,1,"Brande,Brandee,Brandi,Brandy"
Brando,1,0,
Brandon,1,1,Branden
Brandt,1,1,
Brandy,1,1,"Brande,Brandee,Brandi,Brandie"
Brannon,1,1,
Branson,1,1,
Brant,1,1,
Brantley,1,1,
Braxton,1,1,
Brayan,1,1,
Brayden,1,1,"Braden,Braeden,Braiden"
Braylen,1,1,Braylon
Braylon,1,1,Braylen
Breana,0,1,"Breann,Breanna,Breanne,Bree,Bria,Briana,Brianna,Brianne,Bryana,Bryanna"
Breann,0,1,"Breana,Breanna,Breanne,Bree,Bria,Briana,Brianna,Brianne,Bryana,Bryanna"
Breanna,1,1,"Breana,Breann,Breanne,Bree,Bria,Briana,Brianna,Brianne,Bryana,Bryanna"
Breanne,0,1,"Breana,Breann,Breanna,Bree,Bria,Briana,Brianna,Brianne,Bryana,Bryanna"
Bree,1,1,"Breana,Breann,Breanna,Breanne,Bria,Briana,Brianna,Brianne,Briella,Bryana,Bryanna,Gabriella"
Brenda,1,1,
Brendan,1,1,"Breandán,Brendanus,Brenden,Brendon"
Brenden,1,1,"Brendan,Brendon"
Brendon,1,1,"Brendan,Brenden"
Brenna,0,1,
Brennan,1,1,
Brent,1,1,
Brenton,1,1,
Bret,1,1,Brett
Brett,1,1,Bret
Bria,1,1,"Breana,Breann,Breanna,Breanne,Bree,Briana,Brianna,Brianne,Briella,Bryana,Bryanna,Gabriella"
Brian,1,1,"Brion,Bryan,Bryon"
Briana,1,1,"Breana,Breann,Breanna,Breanne,Bree,Bria,Brianna,Brianne,Bryana,Bryanna"
Brianna,1,1,"Breana,Breann,Breanna,Breanne,Bree,Bria,Briana,Brianne,Bryana,Bryanna"
Brianne,1,1,"Breana,Breann,Breanna,Breanne,Bree,Bria,Briana,Brianna,Bryana,Bryanna"
Briar,1,1,
Brice,1,1,Bryce
Bridger,1,1,
Bridget,1,1,"Bedelia,Biddy,Bidelia,Breda,Bríd,Bride,Bridgette,Brighid,Brigid,Brigit"
Bridgette,1,1,"Biddy,Bridget"
Briella,0,1,"Bree,Bria,Gabriella"
Brielle,0,1,"Gabby,Gabrielle"
Brigham,1,0,
Brighid,0,1,"Bedelia,Biddy,Bidelia,Breda,Bríd,Bride,Bridget,Bridie,Brigid,Brigit"
Brigid,0,1,"Bridget,Brighid,Brigit"
Brigida,0,1,
Brigit,0,1,"Bridget,Brighid,Brigid"
Brigitta,0,1,"Brigitte,Gitta"
Brigitte,0,1,"Brigitta,Gitta"
Brina,1,1,
Brinley,1,1,Brynlee
Brion,1,1,"Brian,Bryan,Bryon"
Briseida,0,1,
Briseis,0,1,
Bristol,1,1,
Brit,1,1,"Berit,Birgit,Birgitta,Birgitte,Brita,Britt,Britta"
Brita,0,1,"Berit,Birgit,Birgitta,Birgitte,Brit,Britt,Britta,Gittan,Piritta"
Britney,1,1,"Brittani,Brittany,Brittney,Brittny"
Britt,1,1,"Berit,Birgit,Birgitta,Birgitte,Brit,Brita,Britta,Gittan"
Britta,0,1,"Berit,Birgit,Birgitta,Birgitte,Brit,Brita,Britt,Gittan"
Brittani,1,1,"Britney,Brittany,Brittney,Brittny"
Brittany,1,1,"Britney,Brittani,Brittney,Brittny"
Brittney,1,1,"Britney,Brittani,Brittany,Brittny"
Brittny,0,1,"Britney,Brittani,Brittany,Brittney"
Britton,1,1,
Brock,1,1,
Brodie,1,1,
Brody,1,1,
Brogan,1,1,
Bronte,1,1,
Bronwen,0,1,"Bron,Bronwyn"
Bronwyn,0,1,"Bron,Bronwen"
Brook,1,1,
Brooke,1,1,
Brooklyn,1,1,Brooklynn
Brooklynn,1,1,Brooklyn
Brooks,1,1,
Bruce,1,1,
Bruna,0,1,Brunella
Brunilda,0,1,Nilda
Bruno,1,0,"Brunello,Nello"
Bryan,1,1,"Brian,Brion,Bryon"
Bryana,0,1,"Breana,Breann,Breanna,Breanne,Bree,Bria,Briana,Brianna,Brianne,Bryanna"
Bryanna,0,1,"Breana,Breann,Breanna,Breanne,Bree,Bria,Briana,Brianna,Brianne,Bryana"
Bryanne,0,1,"Breana,Breann,Breanna,Breanne,Bree,Bria,Briana,Brianna,Brianne,Bryana,Bryanna"
Bryant,1,1,
Bryce,1,1,Brice
Brycen,1,1,Bryson
Bryn,1,1,Brynlee
Brynlee,1,1,"Brinley,Bryn"
Brynn,1,1,
Brynne,0,1,
Bryon,1,1,"Brian,Brion,Bryan"
Bryson,1,1,Brycen
Buck,1,0,
Bud,1,0,Buddy
Buddy,1,1,Bud
Buffy,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Bunny,1,1,"Bernetta,Bernice,Bernie,Berniece,Berny,Birdie,Netta"
Burke,1,1,
Burt,1,0,Burton
Burton,1,1,Burt
Bushra,0,1,
Buster,1,1,
Byron,1,1,
Cade,1,1,Kade
Caden,1,1,"Caiden,Cayden,Kaden,Kaeden,Kaiden,Kayden"
Cadence,1,1,Kaydence
Caedmon,1,0,
Cael,1,1,
Caelan,1,1,"Kellan,Kellen"
Caesar,1,0,
Cai,1,1,"Kai,Kaj,Kay"
Caiden,1,1,"Caden,Cayden,Kaden,Kaeden,Kaiden,Kayden"
Caileigh,0,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Katharyn,Katherine,Katheryn,Kathryn,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila"
Cailin,1,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Katharyn,Katherine,Katheryn,Kathryn,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila"
